geo,id,mask,millis,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,NDVI,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,total_pixels,masked_pixels,unmasked_pixels,total_area,masked_area,unmasked_area,tile,fkey,Timestamp,day
,20220130T050029_20220130T050915_T44RRN,1.0,1643519504948,235.0,426.86364839819964,1431.5319036272174,748.2819698173154,513.2597299444003,720.5893566322479,458.67805136351603,1012.4678316123909,2231.372782631718,2509.418586179507,2588.8482922954718,2592.872650251522,2722.287529785544,0.0725443473656341,0.0,0.6981920652188156,0.0,0.0,0.0,4.0,52.91951284087901,73.6359544612126,47.130791633571626,1141.5152237225311,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-01-30 05:11:44.948,2022-01-30
,20220201T045031_20220201T045025_T44RRN,1.0,1643691715155,265.0,854.8337304739212,1516.1599152766748,804.5536139793488,777.1882446386021,964.3606036536933,687.0950489806726,1238.6102727032032,2485.497484776278,2773.435001323801,2851.6960550701615,2845.5747948106955,2968.0415673815187,2.579030976965846,0.0,0.6110951849752816,0.0,0.0,0.0,4.0,79.5128408790045,98.56155679110404,70.32883240667195,1295.4466507810432,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-01 05:01:55.155,2022-02-01
,20220204T050011_20220204T050011_T44RRN,0.0,1643951510712,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,0,1217.3765262977754,1217.3765262977754,0.0,T44RRN,116,2022-02-04 05:11:50.712,2022-02-04
,20220206T044949_20220206T045753_T44RRN,1.0,1644123709506,394.0,322.80195922689956,1480.2385491130528,767.3211543553084,416.0714853057983,641.7013502779984,371.80672491395296,960.4257347100875,2593.2758803283023,3111.5091342335186,3253.4222928249933,3153.470214455917,3330.2981202012174,1.072544347365634,0.0,0.7938396214310361,0.0,0.0,0.0,4.0,42.83425999470479,65.79136881122584,38.32036007413291,1282.9780248874767,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-06 05:01:49.506,2022-02-06
,20220209T045939_20220209T050627_T44RRN,1.0,1644383505211,571.0,721.9978819168654,1688.1199364575064,900.3161239078634,863.375165475245,1001.1990998146676,719.4003177124703,1219.1596505162827,2719.260788985968,3196.014297061159,3221.0405083399514,3255.8946253640456,3341.1980407731003,0.0,0.0,0.6339785128213661,0.0,0.0,0.0,5.0,87.49669049510192,102.18321419115699,73.76356897008206,2087.462536404554,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-09 05:11:45.211,2022-02-09
,20220211T044921_20220211T044924_T44RRN,1.0,1644555714219,259.0,462.7693936987025,1522.1315859147471,793.7619804077311,429.1225840614244,659.6775218427321,401.573735769129,958.0259465184009,2674.111199364574,3128.6592533756952,3323.281440296531,3191.6404553878738,3399.2351072279575,0.0725443473656341,0.0,0.783127113184607,0.0,0.0,0.0,4.0,44.08260524225577,67.53243314800106,41.19380460683082,930.8541170240931,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-11 05:01:54.219,2022-02-11
,20220214T045911_20220214T045912_T44RRN,1.0,1644815510985,224.0,266.4334127614509,1381.133968758273,695.0555996822876,259.93142705851204,502.95499073338635,275.8948901244373,790.0060894890124,2531.7813079163366,3121.4154090548054,3341.665342864707,3183.04447974583,3279.2549642573476,0.0,0.0,0.8459961600188691,0.0,0.0,0.0,4.0,26.849351337039977,51.68678845644692,28.649986761980404,899.8742388138737,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-14 05:11:50.985,2022-02-14
,20220216T044849_20220216T045712_T44RRN,1.0,1644987708796,471.0,164.0865766481334,530.224252051893,264.1760656605772,263.5295207836907,342.4254699496954,208.2899126290707,443.40375959756426,1254.7797193539843,1539.1019327508604,1698.3897272967965,1515.1104050833997,1076.4265289912628,0.0,0.0,0.7793274714174357,0.0,0.0,0.0,3.0,27.308445856499873,35.192480804871586,21.77760127084987,1387.0,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-16 05:01:48.796,2022-02-16
,20220219T045829_20220219T050207_T44RRN,1.0,1645247504871,230.0,186.17977230606303,1397.4733915806194,721.7257082340483,274.948636483982,478.19406936722265,276.76515753243314,753.9790839290442,2525.126025946518,3150.722795869738,3361.697114111729,3233.710881652105,3345.6981731532965,0.0,0.0,0.8461633504046859,0.0,0.0,0.0,4.0,28.228223457770714,49.16097431824198,28.61080222398729,1318.6179507545673,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-19 05:11:44.871,2022-02-19
,20220221T044821_20220221T050146_T44RRN,1.0,1645419718268,347.0,244.71088165210483,1454.2231930103258,756.5732062483453,249.7212073073868,538.784220280646,331.6118612655547,868.0182684670372,2692.2915011914224,3257.0849880857813,3496.038125496426,3375.8808578236694,3478.290177389462,0.0725443473656341,0.0,0.8252636976197664,0.0,0.0,0.0,4.0,25.922425205189302,55.27535080751919,34.266613714588296,1381.551760656606,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-21 05:01:58.268,2022-02-21
,20220224T045811_20220224T051008_T44RRN,1.0,1645679513411,694.0,182.8816521048451,1358.5626158326713,668.0169446650781,275.18718559703467,548.3637807783956,345.2033359809373,928.0627482128673,2716.693936987026,3421.3738416732854,3503.4731268202277,3498.0582472862056,3390.864707439767,3.0,0.0,0.8196374802144762,0.0,0.0,0.0,4.0,28.13794016415144,56.28514694201748,35.985173418056654,2446.818903891977,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-24 05:11:53.411,2022-02-24
,20220226T044739_20220226T045215_T44RRN,1.0,1645851710998,606.0,303.3674874238814,1442.1776542229284,704.9009796134496,437.77389462536394,657.7212073073867,403.09081281440297,980.6092136616362,2881.6285411702406,3683.5189303680177,3895.52660841938,3756.089753772836,3704.544347365634,2.6973788721207304,0.0,0.8115734087860031,0.0,0.0,0.0,4.0,44.94201747418586,67.31241726237755,41.487688641779194,1946.6147736298649,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-02-26 05:01:50.998,2022-02-26
,20220301T045719_20220301T050954_T44RRN,1.0,1646111507462,541.0,629.0939899391053,1474.7611861265555,721.7010855176067,746.3584855705585,894.782366957903,639.2835583796665,1139.8779454593591,2784.019327508604,3471.0571882446384,3605.2136616362195,3592.567381519724,3464.3531903627218,0.0,0.0,0.6977982572534652,0.0,0.0,0.0,5.0,76.53693407466244,91.29414879534022,65.17818374371193,2400.8557055864435,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-03-01 05:11:47.462,2022-03-01
,20220303T044711_20220303T045643_T44RRN,1.0,1646283718745,300.0,284.06115965051623,1445.5798252581417,735.8379666401904,310.8713264495632,558.7699232194864,322.3216838760921,886.0624834524755,2869.2382843526607,3580.881387344453,3855.945988880064,3690.490336245697,3568.3598093725177,0.0,0.0,0.8439040518285381,0.0,0.0,0.0,4.0,32.03362456976436,57.19512840879004,33.192745565263436,1406.8985967699232,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-03-03 05:01:58.745,2022-03-03
,20220306T045701_20220306T050558_T44RRN,1.0,1646543514781,203.88880063542493,243.63807254434738,1317.4013767540378,661.0047656870532,276.71141117288846,513.3931691818902,284.1003441885094,797.0781043155944,2609.0119142176327,3257.5379931162297,3570.4109081281435,3391.1980407730994,3255.771511781838,0.0,0.0,0.850981796513135,0.0,0.0,0.0,4.0,29.07651575324331,52.56499867619803,29.157002912364305,1295.1157002912364,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-03-06 05:11:54.781,2022-03-06
,20220308T044659_20220308T045450_T44RRN,1.0,1646715712817,218.0,286.5713529256023,1483.4617421233784,768.0285941223193,362.06142441090816,589.2748212867355,337.93275086047123,884.1948636483983,2798.935663224781,3527.519459888801,3922.3193010325654,3670.779984114376,3529.629335451417,0.0,0.0,0.8397502331745964,0.0,0.0,0.0,4.0,37.25178713264495,60.31003441885093,34.84882181625629,1084.8901244373842,,,,20,0,20,1217.3765262977754,0.0,1217.3765262977754,T44RRN,116,2022-03-08 05:01:52.817,2022-03-08
