geo,id,mask,millis,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,NDVI,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,total_pixels,masked_pixels,unmasked_pixels,total_area,masked_area,unmasked_area,tile,fkey,Timestamp,day
,20220130T050029_20220130T050915_T44RQP,1.0,1643519493828,332.0,444.3662096417516,1835.774436090226,1156.4880583812471,600.8496240601504,890.6638655462186,726.3164528969484,1250.436753648828,2138.045776205219,2364.5150375939857,2362.3701901813365,2431.4077841662984,2946.635117204777,1.9929234851835471,0.0,0.5263313176726047,0.0,0.0,0.0,4.265369305616984,61.23241928350289,91.52919062361788,74.84741264927023,1002.5555064130915,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-01-30 05:11:33.828,2022-01-30
,20220204T050011_20220204T050011_T44RQP,0.0,1643951499598,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-02-04 05:11:39.598,2022-02-04
,20220209T045939_20220209T050627_T44RQP,1.0,1644383494096,604.0,0.0,1712.3516143299428,891.2799646174261,364.69283502874845,726.355816010615,596.0015479876163,1176.2087571870857,2368.9599734630697,2727.328394515702,2811.3549314462625,2795.1556833259615,3306.029190623618,3.448474126492703,0.0,0.6478357611113179,0.0,0.0,0.0,3.9455992923485184,37.28681999115437,74.33569217160549,61.371295886775755,1971.9531180893414,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-02-09 05:11:34.096,2022-02-09
,20220214T045911_20220214T045912_T44RQP,1.0,1644815499875,475.64705882352945,412.9690402476781,1861.4385227775317,1095.7169394073421,483.23330384785487,837.8069438301635,646.9002653693058,1247.7505528527204,2568.124502432552,2925.398496240602,2914.1722689075636,2990.357363998232,3712.6054842989834,3.1499336576735963,0.0,0.6326532903082017,0.0,0.0,0.0,4.0,49.93011941618753,85.79566563467492,65.8575851393189,1031.4212737726675,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-02-14 05:11:39.875,2022-02-14
,20220219T045829_20220219T050207_T44RQP,1.0,1645247493757,367.0,260.45776205218937,1964.4268022998674,1220.282397169394,470.99712516585583,778.5274214949138,654.1298098186643,1199.0884564352057,2493.919504643963,3005.4816452896957,2959.053958425476,3028.9697036709426,3837.6435205661214,0.6669615214506854,0.0,0.6316254025934928,0.0,0.0,0.0,4.0,48.280185758513944,79.70433436532507,67.0015479876161,1532.6857585139321,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-02-19 05:11:33.757,2022-02-19
,20220224T045811_20220224T051008_T44RQP,0.0,1645679502303,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-02-24 05:11:42.303,2022-02-24
,20220301T045719_20220301T050954_T44RQP,1.0,1646111496344,325.0,286.297213622291,1572.0446704997787,897.5294117647057,441.5269792127378,711.8825740822646,538.4522335249891,1053.953339230429,2473.282397169394,2956.1209641751448,2999.2905793896507,3038.359796550199,3606.3082706766927,0.6669615214506854,0.0,0.6895369691379071,0.0,0.0,0.0,4.0,44.925475453339246,72.53471915081823,54.544228217602836,1445.6733746130028,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-01 05:11:36.344,2022-03-01
,20220306T045701_20220306T050558_T44RQP,1.0,1646543503674,361.0,251.40424590888995,1600.8069438301638,860.9896063688634,307.17602830605927,636.3188854489166,453.30738611233977,1007.0201238390093,2457.0592658115884,2903.024767801858,2946.0453339230435,3011.9287925696603,3573.727996461743,0.32618310482087576,0.0,0.726994714397244,0.0,0.0,0.0,4.0,32.52100840336134,65.12560813799205,46.45179124281292,1345.5908889871741,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-06 05:11:43.674,2022-03-06
,20220311T045659_20220311T050316_T44RQP,1.0,1646975497751,435.3330384785494,199.4197257850509,1775.9007076514824,1102.5216718266256,396.29787704555514,684.5984077841663,570.7689075630253,1080.8155683325965,2409.2684652808493,2894.2742149491373,2928.99557717824,3033.760946483858,3318.9646174259183,0.9455992923485184,0.0,0.6691947647544269,0.0,0.0,0.0,4.0,40.42724458204336,69.73750552852721,58.37173816895181,1854.0437859354274,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-11 05:11:37.751,2022-03-11
,20220316T045701_20220316T050149_T44RQP,1.0,1647407503659,663.0,9.27465723131358,1986.7065457762055,1239.4349845201236,251.39584254754533,666.2072091994693,644.2288810260947,1167.3832375055288,2362.9838567005754,2752.720035382575,2806.46107916851,2996.259177355153,3117.818222025652,2.3872180451127827,0.0,0.6274370990239798,0.0,0.0,0.0,4.0,25.519681556833262,68.48319327731093,66.35382574082266,2399.9082264484746,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-16 05:11:43.659,2022-03-16
,20220321T045659_20220321T050816_T44RQP,1.0,1647839497680,607.3330384785492,110.94648385670061,2100.090667846086,1470.3540468819108,422.5398053958426,735.5389208314907,735.4469261388766,1263.7859354268023,2058.287041132243,2404.151923927466,2445.1879699248125,2626.721804511278,2618.435205661213,1.0267580716497124,0.0,0.5405855791701201,0.0,0.0,0.0,4.326183104820878,43.24546660769571,75.09619637328618,75.14440513047325,2495.1318000884567,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-21 05:11:37.680,2022-03-21
,20220326T045701_20220326T051121_T44RQP,1.0,1648271502467,166.0,450.45776205218937,2264.2324192835026,1654.3286156567892,614.4630694383015,890.3283945157012,984.9223794781071,1381.7487837240162,1904.0170278637777,2116.8593542680233,2290.697036709422,2370.421052631579,2367.4197257850515,0.0,0.0,0.40017209397213355,0.0,0.0,0.0,5.0,63.010614772224685,90.99248120300753,100.63268465280849,912.403361344538,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-26 05:11:42.467,2022-03-26
,20220331T045659_20220331T050735_T44RQP,1.0,1648703496304,752.0,110.13666519239275,2639.621627598409,1947.9568774878378,533.8392304290138,889.8164528969486,1200.8558160106147,1640.7664750110573,1945.8031844316674,2185.0765148164533,2315.9243697479,2491.6026094648387,2429.0535161433004,0.0,0.0,0.3174074053562999,0.0,0.0,0.0,5.0,55.313135780628045,90.71494913754978,122.43984962406016,2260.777974347634,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-03-31 05:11:36.304,2022-03-31
,20220405T045701_20220405T050407_T44RQP,1.0,1649135501074,468.0,303.07607253427693,2867.2105263157905,2166.9542237947817,554.7505528527203,912.4632905793896,1266.7355152587354,1561.86864219372,1825.9387439186205,2001.7578505086244,2221.072091994693,2285.335692171606,2309.8098186643088,0.0,0.0,0.2741376316972542,0.0,0.0,0.0,5.0,56.7921273772667,92.95864661654139,128.91331269349848,918.9573197700136,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-04-05 05:11:41.074,2022-04-05
,20220410T045659_20220410T050836_T44RQP,1.0,1649567496530,771.4137549756747,74.23662096417516,3171.870632463512,2372.552852720036,523.8082706766919,916.2160548429899,1390.5037593984966,1719.2275541795668,1947.4854046881917,2203.4566563467492,2365.617425917736,2507.7304290137113,2537.847854931447,0.0,0.0,0.2596258992765947,0.0,0.0,0.0,5.0,53.586245024325535,93.74104378593546,142.15767359575412,1913.9708093763825,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-04-10 05:11:36.530,2022-04-10
,20220415T045701_20220415T050133_T44RQP,1.0,1649999502960,628.0,501.03095975232213,3848.46660769571,2829.2361786819993,945.6800088456437,1487.933657673596,2110.1640866873067,2423.7828394515705,2684.858027421495,2908.7755417956664,3197.878372401593,3279.3949579831938,3379.1251658558167,0.0,0.0,0.2049414242428603,0.0,0.0,0.0,5.0,96.37218045112783,151.40579389650594,214.20145953118092,1679.3478549314466,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-04-15 05:11:42.960,2022-04-15
,20220420T045649_20220420T050918_T44RQP,1.0,1650431495056,820.6791242812916,182.4352056612119,3994.944935869085,2993.5798319327732,814.9823087129589,1371.4276868642198,2129.824635117205,2429.1225121627604,2622.6196373286166,2903.7012383900933,3198.4095532950028,3264.8230871295887,3421.5448916408673,0.0,0.0,0.20078192259399621,0.0,0.0,0.0,5.0,84.73507297655907,140.07341884122073,215.87306501547994,2143.5168067226887,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-04-20 05:11:35.056,2022-04-20
,20220425T045701_20220425T050410_T44RQP,1.0,1650863504776,539.0,437.63954002653696,3210.680672268907,2627.855373728439,848.7843874391863,1284.2554179566566,1771.2381689517917,1972.3118089341,2147.8896505970815,2319.2883679787715,2563.154356479434,2537.6214064573205,2145.4104378593543,0.0,0.0,0.18266575523148007,0.0,0.0,0.0,5.0,87.62494471472802,130.5977443609023,180.35404688191073,1311.90092879257,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-04-25 05:11:44.776,2022-04-25
,20220430T045649_20220430T050927_T44RQP,1.0,1651295493159,1028.0,0.0,3392.3777089783284,2804.7755417956664,668.4995577178241,1213.6205218929676,1834.3480760725345,2131.074303405573,2187.5756302521013,2474.3396727111895,2659.509730207873,2668.036267138435,2205.2835028748345,0.0,0.0,0.18473098201931015,0.0,0.0,0.0,5.0,68.57518796992481,123.50309597523221,186.98009730207875,2486.701680672269,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-04-30 05:11:33.159,2022-04-30
,20220505T045701_20220505T050410_T44RQP,0.0,1651727504513,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-05-05 05:11:44.513,2022-05-05
,20220510T045659_20220510T050305_T44RQP,1.0,1652159497096,752.0,366.3803626713843,3821.07916850951,3206.665192392748,961.7567448031846,1532.3726227333036,2237.710968597966,2419.6884122069887,2533.006855373729,2799.938301636444,3048.8808049535605,3107.6028306059275,2523.641309155242,0.0,0.0,0.15514816844125492,0.0,0.0,0.0,5.0,97.639982308713,156.0117204776648,223.37527642636007,3804.3843432109693,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-05-10 05:11:37.096,2022-05-10
,20220515T045701_20220515T050939_T44RQP,1.0,1652591504218,320.0,957.4577620521895,3571.080053073861,3032.805616983636,1148.5121627598412,1494.4758956214066,1895.6532507739944,2141.0822644847412,2279.8748341441838,2437.3319327731097,2567.5395842547555,2677.106147722247,2609.1424148606816,0.0,0.0,0.15039254388492895,0.0,0.0,0.0,5.0,117.32750995134897,152.09221583370189,193.18022998673155,2363.142414860681,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-05-15 05:11:44.218,2022-05-15
,20220520T045659_20220520T050308_T44RQP,1.0,1653023499643,1123.0,1358.8597965501992,3991.1605484299002,3388.49226006192,914.3825740822647,1681.2454666076965,2304.725342768687,2628.8204334365323,2637.0692171605488,2851.9613003095983,2601.8710747456876,3065.3137992038933,4616.444493586909,0.0,0.0,0.05999878727425997,0.0,0.0,0.0,10.0,93.84077841662982,171.24966828836799,233.06015037593988,2690.0,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-05-20 05:11:39.643,2022-05-20
,20220525T045701_20220525T050938_T44RQP,1.0,1653455506991,450.0,771.6253869969041,3688.882352941177,3203.6552410437866,1017.1789031402034,1503.3432109685982,1939.8463069438308,2228.937195931004,2402.6731534719156,2539.5077399380802,2615.65369305617,2835.129809818665,2736.7846085802744,0.0,0.0,0.1482545505726134,0.0,0.0,0.0,5.0,104.01282618310483,153.42193719593104,197.94206103494028,2949.7293233082705,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-05-25 05:11:46.991,2022-05-25
,20220530T045659_20220530T050308_T44RQP,1.0,1653887499747,1171.0,0.0,3897.053958425476,3373.4383016364445,658.4904909332155,1342.0632463511722,2057.040468819107,2337.8505086245027,2393.6357806280416,2646.910437859355,2768.7182662538708,2981.6587793011945,2623.4789915966385,0.0,0.0,0.14739600385478022,0.0,0.0,0.0,5.0,68.2795223352499,136.5647943387882,208.59995577178242,3218.9896063688643,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-05-30 05:11:39.747,2022-05-30
,20220604T045701_20220604T050942_T44RQP,1.0,1654319507672,343.0,1099.221141088014,4019.043122512163,3548.643078283945,1350.4829721362228,1848.3728438743922,2256.273772666962,2519.3372401592214,2660.6738168951792,2828.4969040247674,2958.8969482529856,3055.5535161433004,3051.9761167624956,0.0,0.0,0.134863195801613,0.0,0.0,0.0,5.0,137.2472357363998,188.47854931446264,229.36311366651927,2001.9068996019466,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-06-04 05:11:47.672,2022-06-04
,20220609T045659_20220609T050310_T44RQP,0.0,1654751501696,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-06-09 05:11:41.696,2022-06-09
,20220614T045711_20220614T050945_T44RQP,0.0,1655183510213,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-06-14 05:11:50.213,2022-06-14
,20220619T045659_20220619T050250_T44RQP,1.0,1655615504064,763.0,849.0070765148165,3807.1107916850947,3456.939628482973,1116.5866873065017,1617.3531623175586,2045.7529854046882,2287.597080937639,2343.988500663424,2559.1899601946047,2504.6972578505092,2901.9166298098185,2980.2268907563034,0.0,0.0,0.1008773517250364,0.0,0.0,0.0,5.0,113.88743918620082,164.97080937638222,207.84763379035826,5136.732198142417,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-06-19 05:11:44.064,2022-06-19
,20220624T045711_20220624T050947_T44RQP,1.0,1656047512170,320.0,1245.6253869969041,2586.7414860681115,1894.925917735516,1245.7302078726232,1477.710305174702,1650.1875276426365,1900.2233524988949,1977.9909332153918,2094.3467492260065,1973.5218929677142,2281.227554179567,2302.53118089341,0.0,0.0,0.08927304265333044,0.0,0.0,0.0,5.0,127.41264927023445,151.19747899159665,168.64860681114558,5756.013268465281,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-06-24 05:11:52.170,2022-06-24
,20220629T045659_20220629T050251_T44RQP,0.0,1656479504885,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-06-29 05:11:44.885,2022-06-29
,20220704T045711_20220704T050921_T44RQP,1.0,1656911512839,320.0,1568.7558602388324,580.9800973020789,396.7467934542239,1214.9637328615656,1291.52896948253,1158.6937195931005,1247.2644847412653,1140.0946483856699,1183.1868642193722,906.4557717823974,1096.0420168067228,1507.1273772666962,12.715612560813799,0.0,-0.12246862942468605,0.0,0.0,0.0,8.0,124.0590446704998,131.93984962406014,118.2326404245909,5977.0,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-07-04 05:11:52.839,2022-07-04
,20220709T045659_20220709T050251_T44RQP,0.8931888544891642,1657343504567,420.0,1179.147561277544,3883.3904431790047,3187.3538004456555,1340.002971032434,1922.3146818519438,2077.8105966823473,2585.0324337707348,2765.12404060411,3009.1416192126767,2750.94924486259,3283.734340183214,3214.5172072295127,0.0,0.0,0.14572525826893598,0.0,0.0,0.0,4.786085664768509,136.11710819509779,193.10621440950732,202.73706362961127,5878.417925229016,,,,22,1,21,1438.831563044529,62.66007965686274,1376.1714833876665,T44RQP,96,2022-07-09 05:11:44.567,2022-07-09
,20220714T045711_20220714T050548_T44RQP,1.0,1657775512374,278.0,778.5944272445821,3621.498452012384,3094.390314020345,1140.7682441397615,1709.517027863777,1962.1775762936754,2192.465280849182,2338.7722246793464,2531.917735515259,2537.9318885448915,2734.4442724458204,2702.0734188412202,0.0,0.0,0.1297008214623096,0.0,0.0,0.0,5.0,115.32662538699691,173.93299425033175,198.48982750995137,5099.226890756303,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-07-14 05:11:52.374,2022-07-14
,20220719T045659_20220719T050251_T44RQP,1.0,1658207504622,320.0,1055.1295886775767,3709.5789473684213,3339.4542237947812,1441.0641309155242,1884.214727996462,2153.280185758514,2294.854710305175,2430.645289694826,2683.5729765590445,2680.3832375055285,2865.9727996461747,2811.235294117647,0.0,0.0,0.10977531892717633,0.0,0.0,0.0,5.0,147.29500221141092,192.11587793011947,218.56855373728442,6081.164086687306,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-07-19 05:11:44.622,2022-07-19
,20220724T045711_20220724T050919_T44RQP,1.0,1658639510390,472.0,2342.343653250775,1567.031844316674,1331.1879699248123,3038.6068111455115,3671.8536045997353,3786.5537372843883,3810.918177797435,3208.4354268023003,3334.5570544007082,3132.907563025211,3081.060813799204,3678.504643962849,0.0,0.0,-0.08621681355414017,0.0,0.0,0.0,8.0,245.74524546660774,253.89938080495364,254.2138434321097,5855.0,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-07-24 05:11:50.390,2022-07-24
,20220729T045659_20220729T050251_T44RQP,1.0,1659071504723,444.0,1473.6647501105706,629.701901813357,411.5331711632022,1762.2233524988944,1985.2932330827073,1696.6205218929683,1816.703007518797,1464.335028748342,1613.432994250332,1330.8429898275103,1341.4597523219816,1524.8788146837685,12.260946483856703,0.14153029632905795,-0.121099742956705,0.0,0.0,0.0,7.1716054842989845,179.54046881910665,202.0796107916851,173.01769128704112,5198.556390977443,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-07-29 05:11:44.723,2022-07-29
,20220803T045711_20220803T050543_T44RQP,0.47213622291021684,1659503510411,888.0,1365.0843091334896,1669.5653395784539,1016.6871194379391,2129.519437939109,2420.2997658079626,2073.624355971897,2311.4955503512874,2487.296955503513,2663.698360655738,2681.3081967213116,2698.807494145199,2273.1873536299763,0.0,0.0,0.12857519129792758,0.0,0.0,0.0,5.0,217.04168618266976,245.28477751756444,211.14566744730678,4501.150351288055,,,,22,15,7,1438.831563044529,911.3121163162531,527.5194467282763,T44RQP,96,2022-08-03 05:11:50.411,2022-08-03
,20220808T045659_20220808T050250_T44RQP,0.0,1659935503851,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-08-08 05:11:43.851,2022-08-08
,20220813T045711_20220813T050834_T44RQP,1.0,1660367512035,373.0,773.2450243255198,1024.856700574967,583.7801857585141,884.1687306501549,1364.811587793012,1043.116762494472,1678.5860238832379,1932.526979212738,2090.7852720035385,1761.37306501548,1936.9489164086685,2143.432551968156,7.196815568332597,0.0,0.2480936188812067,0.0,0.0,0.0,7.0,89.4971251658558,139.3719593100398,106.73219814241489,5807.226448474127,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-08-13 05:11:52.035,2022-08-13
,20220818T045659_20220818T050248_T44RQP,0.0,1660799501910,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-08-18 05:11:41.910,2022-08-18
,20220823T045711_20220823T050921_T44RQP,0.0,1661231512429,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-08-23 05:11:52.429,2022-08-23
,20220828T045659_20220828T050155_T44RQP,0.0,1661663500177,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-08-28 05:11:40.177,2022-08-28
,20220902T045711_20220902T050920_T44RQP,0.0,1662095511889,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-09-02 05:11:51.889,2022-09-02
,20220907T045659_20220907T051019_T44RQP,0.0,1662527501579,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-09-07 05:11:41.579,2022-09-07
,20220912T045711_20220912T050923_T44RQP,0.0,1662959510162,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-09-12 05:11:50.162,2022-09-12
,20220917T045659_20220917T050805_T44RQP,0.0,1663391501569,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-09-17 05:11:41.569,2022-09-17
,20220922T045701_20220922T050524_T44RQP,0.0,1663823506846,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,1438.831563044529,1438.831563044529,0.0,T44RQP,96,2022-09-22 05:11:46.846,2022-09-22
,20220927T045659_20220927T050735_T44RQP,0.9865103936311367,1664255500055,326.0,412.25599641336026,290.0645595158037,109.93790629903611,440.5893297466936,408.75184936112987,269.5947097063439,392.6845998655011,779.1327056713742,1102.4268101322575,948.9542703429727,1064.829634611074,557.4050661286709,0.0,0.0,0.5575699244535071,0.0,0.0,0.0,3.0,44.99506837032057,41.86325935888815,27.89710827168797,5743.0,,,,22,1,21,1438.831563044529,62.2684398875517,1376.5631231569776,T44RQP,96,2022-09-27 05:11:40.055,2022-09-27
,20221002T045701_20221002T050938_T44RQP,1.0,1664687506995,319.0,687.1915081822203,1411.9416187527647,689.3825740822646,616.5232198142417,789.6085802742149,518.9396284829722,921.4161875276428,2381.50221141088,3062.36753648828,2810.2266696152155,3148.768022998673,3464.894294559929,0.3752764263600178,0.0,0.6879231515484431,0.0,0.0,0.0,4.0,63.814683768244144,80.59752321981428,53.05926581158781,4367.9049093321555,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-10-02 05:11:46.995,2022-10-02
,20221007T045659_20221007T050815_T44RQP,1.0,1665119497105,89.0,238.69438301636444,1369.9119858469703,669.7516585581603,289.6946041574525,468.10150375939855,273.3527200353826,759.3020787262275,2108.810924369748,2961.4705882352946,2551.1114551083597,2961.8268465280844,3406.4860681114556,0.0,0.0,0.8063421118708294,0.0,0.0,0.0,4.0,30.300530738611247,47.82551968155685,27.935426802299872,6081.668951791243,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-10-07 05:11:37.105,2022-10-07
,20221012T045731_20221012T051113_T44RQP,1.0,1665551505074,225.0,340.05351614329953,803.0490933215392,352.545776205219,335.73772666961526,446.05263157894746,244.2724458204335,563.0689960194604,1657.3509509066785,2113.938080495356,1995.0444493586915,2149.310924369748,2095.6567890314027,0.0,0.0,0.772111111215917,0.0,0.0,0.0,3.0,34.87461300309598,45.88699690402479,25.374834144183993,4827.054400707652,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-10-12 05:11:45.074,2022-10-12
,20221017T045809_20221017T051044_T44RQP,1.0,1665983499100,473.0,591.0760725342768,1471.8498452012386,723.6634232640425,658.8423264042459,834.7240159221585,547.9873949579832,1135.2598407784164,2652.7514374170723,3399.021892967713,3265.948252985405,3572.733082706768,3586.6789031402036,1.5984077841662983,0.0,0.7119858537766056,0.0,0.0,0.0,4.0,67.46461742591774,85.26824413976118,56.24767801857586,3255.9195046439636,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-10-17 05:11:39.100,2022-10-17
,20221022T045841_20221022T050319_T44RQP,1.0,1666415501722,444.32087571870863,179.65634674922606,1483.8288367978776,740.4606368863336,263.6985846970367,646.8126934984521,449.34940291906247,1077.4447147279964,2526.7032286598856,3023.9920389208314,2942.1492702344103,3243.194383016366,3386.068996019461,0.291906236178682,0.0,0.7343492031075282,0.0,0.0,0.0,4.0,27.21362229102168,65.88942945599292,46.13799203892084,2342.5701017249003,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-10-22 05:11:41.722,2022-10-22
,20221027T045909_20221027T050314_T44RQP,1.0,1666847498877,586.0,49.457762052189295,1657.1598850066348,880.7109685979658,356.54068996019464,698.6596638655463,586.5402476780185,1335.2808491817784,2541.3710747456885,2953.739716939408,3053.7091994692614,3215.657894736842,3394.8014153029635,2.2375055285272003,0.0,0.6773666275523753,0.0,0.0,0.0,4.0,37.314462627156125,71.01835471030519,60.2156125608138,1511.9261388766038,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-10-27 05:11:38.877,2022-10-27
,20221101T045941_20221101T045941_T44RQP,1.0,1667279503761,391.0,326.4577620521893,1729.8743918620082,967.1068111455112,476.28394515701035,787.6384343210971,768.7220256523663,1366.6634232640426,2323.081822202566,2617.505086245025,2663.6833259619643,2914.193056169837,3047.664750110571,2.8089340999557724,0.0,0.5517291622992895,0.0,0.0,0.0,4.0,48.42127377266696,80.65877930119417,78.75807164971252,2242.429013710747,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-11-01 05:11:43.761,2022-11-01
,20221106T045959_20221106T050606_T44RQP,1.0,1667711498077,665.4427244582045,0.0,1729.7532065457765,1013.450464396285,358.1008403361346,729.4467049977889,828.6351172047766,1500.9013710747458,2234.881910659001,2568.6479433878812,2655.7938965059716,2830.0687748783726,2972.360459973463,0.9816452896948256,0.0,0.524376523177584,0.0,0.0,0.0,4.8237505528527205,36.76890756302521,74.53073861123397,84.1355594869527,2223.453118089341,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-11-06 05:11:38.077,2022-11-06
,20221111T050031_20221111T050905_T44RQP,0.9794338788146838,1668143503262,905.0,11.944231203431924,1990.4037028674647,1160.3251298261464,315.7606683224204,768.6915782343644,973.2341386317457,1607.9681643711901,2181.63332580718,2500.9799051704676,2540.7446376157154,2776.776021675322,2853.3617069315874,0.0,0.0,0.4457520534032009,0.0,0.0,0.0,5.0,32.58884624068639,78.7473470309325,99.48430797019644,2220.8527884398286,,,,22,1,21,1438.831563044529,72.45070603314568,1366.3808570113836,T44RQP,96,2022-11-11 05:11:43.262,2022-11-11
,20221116T050049_20221116T050837_T44RQP,1.0,1668575499490,207.0,460.47324192835043,2216.9179566563466,1427.2518796992483,718.9586466165414,949.733967271119,1175.7903582485628,1544.3796992481207,1900.2401592215838,2137.952012383901,2372.973463069439,2446.2441397611683,2541.5042016806724,0.0,0.0,0.33801096939843467,0.0,0.0,0.0,5.0,73.51990269792127,96.74568774878375,119.76780185758517,1668.9818664307832,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-11-16 05:11:39.490,2022-11-16
,20221121T050121_20221121T050115_T44RQP,1.0,1669007500310,509.0,420.2211410880143,2760.125165855816,1823.7571870853608,757.8476337903584,1092.310260946484,1442.6134453781517,1832.077620521893,2159.9606368863338,2397.7235736399825,2752.959310039806,2764.7142857142862,2702.397169394074,0.0,0.0,0.31268039518934104,0.0,0.0,0.0,5.0,77.2607253427687,111.2401592215834,146.71052631578948,1121.5685537372842,,,,22,0,22,1438.831563044529,0.0,1438.831563044529,T44RQP,96,2022-11-21 05:11:40.310,2022-11-21
