geo,id,mask,millis,BLUE,COASTAL,GREEN,NDVI,NIR,RED,SWIR1,SWIR2,total_pixels,masked_pixels,unmasked_pixels,total_area,masked_area,unmasked_area,tile,fkey,Timestamp,day
,2_T45RTK_20231029T044833,0.0,1698554913000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231029T044833,49,2023-10-29 04:48:33,2023-10-29
,1_T45RTK_20231029T044919,0.0,1698554959000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231029T044919,49,2023-10-29 04:49:19,2023-10-29
,1_T45RTK_20231103T044941,0.0,1698986981000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231103T044941,49,2023-11-03 04:49:41,2023-11-03
,2_T45RTK_20231105T045443,1.0,1699160083000,0.09866736111111113,0.07484976851851852,0.14320902777777778,0.28242207590180474,0.24405972222222228,0.1365495370370371,0.22229953703703706,0.15600856481481484,5,0,5,1216.58542767693,0.0,1216.58542767693,20231105T045443,49,2023-11-05 04:54:43,2023-11-05
,2_T45RTK_20231106T044830,1.0,1699246110000,0.08820254629629631,0.07545046296296297,0.12064814814814816,0.3153215789312208,0.22550625000000005,0.11737824074074076,0.21827777777777774,0.15124814814814813,5,0,5,1216.58542767693,0.0,1216.58542767693,20231106T044830,49,2023-11-06 04:48:30,2023-11-06
,1_T45RTK_20231106T050001,1.0,1699246801000,0.08209189814814814,0.07076782407407407,0.10761180555555556,0.33652806173484906,0.22802060185185188,0.11323194444444444,0.21549699074074077,0.14882754629629627,5,0,5,1216.58542767693,0.0,1216.58542767693,20231106T050001,49,2023-11-06 05:00:01,2023-11-06
,1_T45RTK_20231108T045009,0.0,1699419009000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231108T045009,49,2023-11-08 04:50:09,2023-11-08
,1_T45RTK_20231111T050029,0.0,1699678829000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231111T050029,49,2023-11-11 05:00:29,2023-11-11
,1_T45RTK_20231113T045031,0.0,1699851031000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231113T045031,49,2023-11-13 04:50:31,2023-11-13
,2_T45RTK_20231113T045442,1.0,1699851282000,0.06636087962962962,0.05394930555555556,0.08759560185185186,0.3283662061285897,0.17547893518518523,0.08852476851851851,0.1602509259259259,0.11173541666666667,5,0,5,1216.58542767693,0.0,1216.58542767693,20231113T045442,49,2023-11-13 04:54:42,2023-11-13
,2_T45RTK_20231114T044831,1.0,1699937311000,0.07658842592592593,0.06349537037037037,0.10614097222222223,0.2951279932122876,0.1877291666666667,0.10207569444444445,0.17583935185185187,0.12999444444444447,5,0,5,1216.58542767693,0.0,1216.58542767693,20231114T044831,49,2023-11-14 04:48:31,2023-11-14
,1_T45RTK_20231116T050051,1.0,1700110851000,0.06760416666666667,0.06270069444444445,0.0902763888888889,0.3300609066235461,0.18866458333333336,0.09497222222222222,0.18903055555555554,0.13963125,5,0,5,1216.58542767693,0.0,1216.58542767693,20231116T050051,49,2023-11-16 05:00:51,2023-11-16
,1_T45RTK_20231118T045059,0.0,1700283059000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231118T045059,49,2023-11-18 04:50:59,2023-11-18
,2_T45RTK_20231121T045446,1.0,1700542486000,0.09257222222222224,0.07404583333333334,0.12625810185185185,0.23851620461442155,0.2064553240740741,0.12680740740740742,0.19971967592592596,0.1570104166666667,5,0,5,1216.58542767693,0.0,1216.58542767693,20231121T045446,49,2023-11-21 04:54:46,2023-11-21
,1_T45RTK_20231121T050109,1.0,1700542869000,0.08871782407407407,0.07611481481481482,0.11507245370370373,0.2544799836009537,0.2046842592592593,0.12157569444444448,0.2067951388888889,0.1606289351851852,5,0,5,1216.58542767693,0.0,1216.58542767693,20231121T050109,49,2023-11-21 05:01:09,2023-11-21
,2_T45RTK_20231122T044837,1.0,1700628517000,0.08938773148148148,0.07316689814814817,0.12273935185185185,0.235644711966534,0.19584189814814815,0.12095972222222225,0.2046717592592593,0.16003726851851854,5,0,5,1216.58542767693,0.0,1216.58542767693,20231122T044837,49,2023-11-22 04:48:37,2023-11-22
,1_T45RTK_20231123T045111,0.0,1700715071000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231123T045111,49,2023-11-23 04:51:11,2023-11-23
,1_T45RTK_20231126T050121,1.0,1700974881000,0.07896851851851852,0.07078657407407409,0.10548796296296298,0.28679920395945013,0.20012083333333336,0.1109863425925926,0.20620462962962963,0.16062222222222225,5,0,5,1216.58542767693,0.0,1216.58542767693,20231126T050121,49,2023-11-26 05:01:21,2023-11-26
,2_T45RTK_20231129T045450,1.0,1701233690000,0.09428611111111113,0.07399212962962964,0.1286842592592593,0.2239663646499643,0.20356967592592595,0.1290587962962963,0.20874328703703707,0.16957800925925928,5,0,5,1216.58542767693,0.0,1216.58542767693,20231129T045450,49,2023-11-29 04:54:50,2023-11-29
,2_T45RTK_20231130T044833,0.0,1701319713000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231130T044833,49,2023-11-30 04:48:33,2023-11-30
,1_T45RTK_20231201T050149,0.0,1701406909000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231201T050149,49,2023-12-01 05:01:49,2023-12-01
,1_T45RTK_20231203T045141,0.0,1701579101000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231203T045141,49,2023-12-03 04:51:41,2023-12-03
,2_T45RTK_20231207T045436,0.0,1701924876000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231207T045436,49,2023-12-07 04:54:36,2023-12-07
,2_T45RTK_20231208T044834,1.0,1702010914000,0.05636921296296297,0.04426875000000001,0.1005775462962963,0.37080310950119866,0.17795300925925925,0.08143078703703704,0.16362384259259258,0.11176203703703705,5,0,5,1216.58542767693,0.0,1216.58542767693,20231208T044834,49,2023-12-08 04:48:34,2023-12-08
,1_T45RTK_20231208T045159,0.0,1702011119000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231208T045159,49,2023-12-08 04:51:59,2023-12-08
,1_T45RTK_20231211T050209,1.0,1702270929000,0.05817407407407409,0.0427925925925926,0.08599606481481482,0.30674924752886634,0.17413935185185184,0.0919939814814815,0.16266458333333336,0.12087962962962964,5,0,5,1216.58542767693,0.0,1216.58542767693,20231211T050209,49,2023-12-11 05:02:09,2023-12-11
,1_T45RTK_20231213T045211,0.0,1702443131000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231213T045211,49,2023-12-13 04:52:11,2023-12-13
,2_T45RTK_20231215T045450,1.0,1702616090000,0.08746898148148148,0.05238865740740742,0.1376215277777778,0.22898606623277476,0.2084902777777778,0.1306752314814815,0.1627488425925926,0.11683101851851853,5,0,5,1216.58542767693,0.0,1216.58542767693,20231215T045450,49,2023-12-15 04:54:50,2023-12-15
,2_T45RTK_20231216T044832,1.0,1702702112000,0.05951435185185185,0.04691597222222222,0.09499930555555558,0.35383672311986736,0.18465000000000004,0.08777106481481482,0.16639884259259263,0.12368449074074075,5,0,5,1216.58542767693,0.0,1216.58542767693,20231216T044832,49,2023-12-16 04:48:32,2023-12-16
,1_T45RTK_20231216T050211,1.0,1702702931000,0.05852060185185186,0.045959953703703704,0.08490995370370372,0.3507453836047929,0.18287708333333338,0.08760069444444446,0.16036574074074073,0.11934421296296295,5,0,5,1216.58542767693,0.0,1216.58542767693,20231216T050211,49,2023-12-16 05:02:11,2023-12-16
,1_T45RTK_20231218T045219,0.0,1702875139000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231218T045219,49,2023-12-18 04:52:19,2023-12-18
,1_T45RTK_20231221T050219,1.0,1703134939000,0.0599013888888889,0.04970671296296298,0.09006944444444444,0.3827168436271145,0.19613842592592595,0.08741805555555555,0.1639534722222222,0.11467013888888891,5,0,5,1216.58542767693,0.0,1216.58542767693,20231221T050219,49,2023-12-21 05:02:19,2023-12-21
,1_T45RTK_20231223T045211,0.0,1703307131000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231223T045211,49,2023-12-23 04:52:11,2023-12-23
,2_T45RTK_20231223T045444,1.0,1703307284000,0.05682592592592593,0.04538657407407408,0.08774305555555557,0.4157211746151893,0.2002752314814815,0.08262083333333334,0.1629574074074074,0.11030833333333336,5,0,5,1216.58542767693,0.0,1216.58542767693,20231223T045444,49,2023-12-23 04:54:44,2023-12-23
,2_T45RTK_20231224T044841,1.0,1703393321000,0.0530361111111111,0.04189560185185185,0.08704467592592591,0.43802949411308983,0.20497037037037036,0.0798349537037037,0.170506712962963,0.11502708333333335,5,0,5,1216.58542767693,0.0,1216.58542767693,20231224T044841,49,2023-12-24 04:48:41,2023-12-24
,1_T45RTK_20231226T050221,1.0,1703566941000,0.05084884259259259,0.03979837962962964,0.08166712962962963,0.49133109934841734,0.2205236111111111,0.07520856481481482,0.16076134259259262,0.1067664351851852,5,0,5,1216.58542767693,0.0,1216.58542767693,20231226T050221,49,2023-12-26 05:02:21,2023-12-26
,1_T45RTK_20231228T045219,0.0,1703739139000,,,,,,,,,5,5,0,1216.58542767693,1216.58542767693,0.0,20231228T045219,49,2023-12-28 04:52:19,2023-12-28
,2_T45RUJ_20220104T044248,0.0,1641271368000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220104T044248,125,2022-01-04 04:42:48,2022-01-04
,1_T45RUJ_20220107T045159,1.0,1641531119000,0.0417031152647975,0.034370093457943916,0.06401557632398755,0.3477292404338556,0.14905732087227413,0.07212741433021806,0.17973302180685358,0.1272501557632399,4,0,4,932.0328455307904,0.0,932.0328455307904,20220107T045159,125,2022-01-07 04:51:59,2022-01-07
,2_T45RUJ_20220111T044858,0.0,1641876538000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220111T044858,125,2022-01-11 04:48:58,2022-01-11
,2_T45RUJ_20220112T044312,0.0,1641962592000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220112T044312,125,2022-01-12 04:43:12,2022-01-12
,1_T45RUJ_20220112T045141,0.0,1641963101000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220112T045141,125,2022-01-12 04:51:41,2022-01-12
,1_T45RUJ_20220117T045139,0.0,1642395099000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220117T045139,125,2022-01-17 04:51:39,2022-01-17
,1_T45RUJ_20220122T045111,1.0,1642827071000,0.034971962616822436,0.03022616822429906,0.06171588785046728,0.4778628221245478,0.1803115264797508,0.06365327102803738,0.18027601246105918,0.11897507788161991,4,0,4,932.0328455307904,0.0,932.0328455307904,20220122T045111,125,2022-01-22 04:51:11,2022-01-22
,1_T45RUJ_20220125T050101,0.0,1643086861000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220125T050101,125,2022-01-25 05:01:01,2022-01-25
,2_T45RUJ_20220127T044853,1.0,1643258933000,0.039298753894080996,0.03146760124610592,0.06912149532710281,0.5290916416731378,0.1835118380062305,0.056582866043613705,0.15654984423676013,0.10509470404984424,4,0,4,932.0328455307904,0.0,932.0328455307904,20220127T044853,125,2022-01-27 04:48:53,2022-01-27
,1_T45RUJ_20220127T045039,0.0,1643259039000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220127T045039,125,2022-01-27 04:50:39,2022-01-27
,2_T45RUJ_20220128T044250,0.0,1643344970000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220128T044250,125,2022-01-28 04:42:50,2022-01-28
,1_T45RUJ_20220130T050029,0.0,1643518829000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220130T050029,125,2022-01-30 05:00:29,2022-01-30
,1_T45RUJ_20220201T045031,0.0,1643691031000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220201T045031,125,2022-02-01 04:50:31,2022-02-01
,2_T45RUJ_20220204T044900,0.0,1643950140000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220204T044900,125,2022-02-04 04:49:00,2022-02-04
,2_T45RUJ_20220205T044241,0.0,1644036161000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220205T044241,125,2022-02-05 04:42:41,2022-02-05
,1_T45RUJ_20220206T044949,0.0,1644122989000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220206T044949,125,2022-02-06 04:49:49,2022-02-06
,1_T45RUJ_20220211T044921,1.0,1644554961000,0.02893146417445483,0.023086915887850466,0.05918566978193147,0.6905762756029185,0.256102492211838,0.0468429906542056,0.1601906542056075,0.08819221183800623,4,0,4,932.0328455307904,0.0,932.0328455307904,20220211T044921,125,2022-02-11 04:49:21,2022-02-11
,2_T45RUJ_20220212T044850,1.0,1644641330000,0.03112741433021807,0.022727414330218066,0.061730529595015564,0.7072537203141475,0.26270809968847353,0.044887850467289714,0.15594766355140185,0.08709999999999998,4,0,4,932.0328455307904,0.0,932.0328455307904,20220212T044850,125,2022-02-12 04:48:50,2022-02-12
,2_T45RUJ_20220213T044246,1.0,1644727366000,0.030070716510903425,0.021486915887850466,0.0633348909657321,0.6824851941651461,0.2568077881619938,0.048372585669781934,0.15626915887850468,0.08695887850467289,4,0,4,932.0328455307904,0.0,932.0328455307904,20220213T044246,125,2022-02-13 04:42:46,2022-02-13
,1_T45RUJ_20220216T044849,1.0,1644986929000,0.029336448598130838,0.020145794392523366,0.05958317757009345,0.7137718685079376,0.2752604361370717,0.04593738317757009,0.15709595015576325,0.0835258566978193,4,0,4,932.0328455307904,0.0,932.0328455307904,20220216T044849,125,2022-02-16 04:48:49,2022-02-16
,2_T45RUJ_20220220T044853,1.0,1645332533000,0.03101651090342679,0.019702803738317752,0.06541152647975078,0.7364641839509734,0.30514049844236757,0.04609719626168224,0.1548308411214953,0.08004890965732088,4,0,4,932.0328455307904,0.0,932.0328455307904,20220220T044853,125,2022-02-20 04:48:53,2022-02-20
,2_T45RUJ_20220221T044235,1.0,1645418555000,0.03034143302180685,0.022333956386292833,0.06263426791277257,0.737471262561658,0.2874411214953271,0.04338068535825545,0.14883115264797506,0.07869190031152647,4,0,4,932.0328455307904,0.0,932.0328455307904,20220221T044235,125,2022-02-21 04:42:35,2022-02-21
,1_T45RUJ_20220221T044821,1.0,1645418901000,0.026553582554517133,0.020212149532710277,0.05675763239875389,0.740760927097921,0.2913043613707165,0.043351401869158875,0.1579246105919003,0.08228691588785045,4,0,4,932.0328455307904,0.0,932.0328455307904,20220221T044821,125,2022-02-21 04:48:21,2022-02-21
,1_T45RUJ_20220226T044739,1.0,1645850859000,0.02751152647975078,0.02211495327102804,0.05765763239875389,0.7785664509575152,0.31129532710280367,0.03873707165109034,0.14386635514018692,0.06843956386292833,4,0,4,932.0328455307904,0.0,932.0328455307904,20220226T044739,125,2022-02-26 04:47:39,2022-02-26
,2_T45RUJ_20220228T044846,1.0,1646023726000,0.028218380062305294,0.02014361370716511,0.05927040498442367,0.7923489929516719,0.3161168224299065,0.036561370716510895,0.13718193146417443,0.06661401869158877,4,0,4,932.0328455307904,0.0,932.0328455307904,20220228T044846,125,2022-02-28 04:48:46,2022-02-28
,2_T45RUJ_20220301T044235,1.0,1646109755000,0.026838317757009345,0.0186006230529595,0.0629208722741433,0.7724845445384011,0.30946230529595015,0.039671962616822425,0.1396006230529595,0.066008722741433,4,0,4,932.0328455307904,0.0,932.0328455307904,20220301T044235,125,2022-03-01 04:42:35,2022-03-01
,1_T45RUJ_20220303T044711,1.0,1646282831000,0.022686915887850465,0.017937383177570092,0.052291900311526474,0.7874725123767845,0.30804143302180687,0.03660996884735202,0.13976230529595016,0.06630623052959501,4,0,4,932.0328455307904,0.0,932.0328455307904,20220303T044711,125,2022-03-03 04:47:11,2022-03-03
,1_T45RUJ_20220308T044659,1.0,1646714819000,0.026807165109034272,0.01887663551401869,0.054660124610591894,0.7734673606966838,0.31067196261682245,0.039786604361370714,0.1373130841121495,0.0677576323987539,4,0,4,932.0328455307904,0.0,932.0328455307904,20220308T044659,125,2022-03-08 04:46:59,2022-03-08
,2_T45RUJ_20220308T044846,1.0,1646714926000,0.027388473520249215,0.01564299065420561,0.061394704049844234,0.7562578042628078,0.32752180685358256,0.04572523364485981,0.13416978193146417,0.06576822429906543,4,0,4,932.0328455307904,0.0,932.0328455307904,20220308T044846,125,2022-03-08 04:48:46,2022-03-08
,2_T45RUJ_20220309T044233,1.0,1646800953000,0.026676947040498444,0.019379439252336445,0.05783644859813084,0.7817479565820451,0.3135090342679127,0.0387018691588785,0.13109003115264797,0.06530467289719626,4,0,4,932.0328455307904,0.0,932.0328455307904,20220309T044233,125,2022-03-09 04:42:33,2022-03-09
,1_T45RUJ_20220313T044701,1.0,1647146821000,0.025865732087227415,0.02074018691588785,0.052818380062305284,0.7556747412519408,0.29065389408099684,0.04046978193146417,0.1399115264797508,0.07006604361370716,4,0,4,932.0328455307904,0.0,932.0328455307904,20220313T044701,125,2022-03-13 04:47:01,2022-03-13
,2_T45RUJ_20220316T044840,1.0,1647406120000,0.031014953271028035,0.01644018691588785,0.06521838006230529,0.6698243950168473,0.2772395638629283,0.05485295950155762,0.13450342679127725,0.06979252336448598,4,0,4,932.0328455307904,0.0,932.0328455307904,20220316T044840,125,2022-03-16 04:48:40,2022-03-16
,1_T45RUJ_20220318T044659,1.0,1647578819000,0.02798130841121495,0.021261682242990652,0.05527009345794391,0.682751495794648,0.2515271028037383,0.047411214953271025,0.14705763239875388,0.07948878504672896,4,0,4,932.0328455307904,0.0,932.0328455307904,20220318T044659,125,2022-03-18 04:46:59,2022-03-18
,1_T45RUJ_20220323T044701,1.0,1648010821000,0.032088473520249225,0.026391588785046723,0.05646417445482866,0.5620553890456486,0.21171028037383177,0.0593436137071651,0.1655619937694704,0.10125887850467288,4,0,4,932.0328455307904,0.0,932.0328455307904,20220323T044701,125,2022-03-23 04:47:01,2022-03-23
,2_T45RUJ_20220324T044842,1.0,1648097322000,0.04142367601246106,0.025348286604361375,0.07390062305295948,0.4867823700824643,0.2221928348909657,0.07671900311526479,0.16247071651090342,0.10174672897196262,4,0,4,932.0328455307904,0.0,932.0328455307904,20220324T044842,125,2022-03-24 04:48:42,2022-03-24
,2_T45RUJ_20220325T044222,1.0,1648183342000,0.04969127725856698,0.03446604361370716,0.08297507788161992,0.4484573459857347,0.231602492211838,0.08819999999999999,0.17673146417445484,0.11297227414330217,4,0,4,932.0328455307904,0.0,932.0328455307904,20220325T044222,125,2022-03-25 04:42:22,2022-03-25
,1_T45RUJ_20220328T044659,1.0,1648442819000,0.03967009345794392,0.02987850467289719,0.06546635514018691,0.42247482790907365,0.20421495327102804,0.08293084112149532,0.1903872274143302,0.12750342679127727,4,0,4,932.0328455307904,0.0,932.0328455307904,20220328T044659,125,2022-03-28 04:46:59,2022-03-28
,2_T45RUJ_20220401T044828,1.0,1648788508000,0.05832398753894081,0.03683489096573209,0.0962380062305296,0.2902127659315662,0.2049993769470405,0.11279127725856695,0.2022809968847352,0.13598317757009346,4,0,4,932.0328455307904,0.0,932.0328455307904,20220401T044828,125,2022-04-01 04:48:28,2022-04-01
,2_T45RUJ_20220402T044230,1.0,1648874550000,0.06087663551401869,0.004268847352024922,0.13866012461059188,0.2441848301795717,0.24827757009345794,0.15080841121495328,0.24738442367601246,0.16582242990654206,4,0,4,932.0328455307904,0.0,932.0328455307904,20220402T044230,125,2022-04-02 04:42:30,2022-04-02
,1_T45RUJ_20220402T044701,0.0,1648874821000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220402T044701,125,2022-04-02 04:47:01,2022-04-02
,1_T45RUJ_20220407T044659,1.0,1649306819000,0.042567289719626165,0.03214672897196262,0.07018255451713397,0.30078080521701567,0.1905190031152648,0.10241526479750777,0.22839096573208725,0.15801806853582553,4,0,4,932.0328455307904,0.0,932.0328455307904,20220407T044659,125,2022-04-07 04:46:59,2022-04-07
,2_T45RUJ_20220409T044839,1.0,1649479719000,0.060358255451713395,0.04097570093457944,0.09432585669781932,0.2633839031909357,0.20488691588785043,0.11944610591900312,0.22665482866043615,0.1562853582554517,4,0,4,932.0328455307904,0.0,932.0328455307904,20220409T044839,125,2022-04-09 04:48:39,2022-04-09
,2_T45RUJ_20220410T044222,1.0,1649565742000,0.06777663551401868,0.04535233644859813,0.10648224299065419,0.25028771775755215,0.21855015576323988,0.13100591900311523,0.2388006230529595,0.1639080996884735,4,0,4,932.0328455307904,0.0,932.0328455307904,20220410T044222,125,2022-04-10 04:42:22,2022-04-10
,1_T45RUJ_20220412T044701,0.0,1649738821000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220412T044701,125,2022-04-12 04:47:01,2022-04-12
,1_T45RUJ_20220417T044659,1.0,1650170819000,0.05272149532710281,0.03047943925233645,0.09180841121495327,0.24293459391286262,0.21629470404984422,0.13173177570093456,0.2617398753894081,0.18732211838006227,4,0,4,932.0328455307904,0.0,932.0328455307904,20220417T044659,125,2022-04-17 04:46:59,2022-04-17
,2_T45RUJ_20220417T044834,1.0,1650170914000,0.0670859813084112,0.04774548286604361,0.10288504672897196,0.24228421791878854,0.22268691588785047,0.13573769470404984,0.2549355140186916,0.18008816199376948,4,0,4,932.0328455307904,0.0,932.0328455307904,20220417T044834,125,2022-04-17 04:48:34,2022-04-17
,2_T45RUJ_20220418T044222,1.0,1650256942000,0.07260934579439252,0.0544595015576324,0.10620093457943927,0.22897415674140043,0.2224607476635514,0.13943208722741432,0.2610380062305296,0.1920118380062305,4,0,4,932.0328455307904,0.0,932.0328455307904,20220418T044222,125,2022-04-18 04:42:22,2022-04-18
,1_T45RUJ_20220422T044701,0.0,1650602821000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220422T044701,125,2022-04-22 04:47:01,2022-04-22
,2_T45RUJ_20220425T044830,1.0,1650862110000,0.08809657320872273,0.06575327102803737,0.1317,0.2183060862406707,0.27432056074766353,0.17587881619937695,0.31115919003115267,0.22531433021806851,4,0,4,932.0328455307904,0.0,932.0328455307904,20220425T044830,125,2022-04-25 04:48:30,2022-04-25
,2_T45RUJ_20220426T044220,1.0,1650948140000,0.08971962616822429,0.0663657320872274,0.13569376947040498,0.211953254988524,0.2814623052959502,0.18294828660436133,0.31475358255451713,0.22913364485981308,4,0,4,932.0328455307904,0.0,932.0328455307904,20220426T044220,125,2022-04-26 04:42:20,2022-04-26
,1_T45RUJ_20220427T044649,1.0,1651034809000,0.07689595015576323,0.053325233644859804,0.11813426791277258,0.21787520568139218,0.25758629283489093,0.16541744548286605,0.3070517133956386,0.2242308411214953,4,0,4,932.0328455307904,0.0,932.0328455307904,20220427T044649,125,2022-04-27 04:46:49,2022-04-27
,1_T45RUJ_20220502T044711,1.0,1651466831000,0.07385607476635514,0.051170093457943926,0.1186152647975078,0.2365959696908198,0.27692367601246104,0.17093644859813084,0.3143277258566978,0.21461028037383179,4,0,4,932.0328455307904,0.0,932.0328455307904,20220502T044711,125,2022-05-02 04:47:11,2022-05-02
,2_T45RUJ_20220503T044833,1.0,1651553313000,0.081698753894081,0.055732710280373826,0.1343146417445483,0.25223287600635275,0.27904797507788165,0.16655514018691586,0.3075682242990654,0.20265576323987539,4,0,4,932.0328455307904,0.0,932.0328455307904,20220503T044833,125,2022-05-03 04:48:33,2022-05-03
,2_T45RUJ_20220504T044217,0.0,1651639337000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220504T044217,125,2022-05-04 04:42:17,2022-05-04
,1_T45RUJ_20220507T044659,1.0,1651898819000,0.07463084112149533,0.05214859813084111,0.12065358255451714,0.24868063180526684,0.28443426791277254,0.17113613707165107,0.32263302180685355,0.21853177570093454,4,0,4,932.0328455307904,0.0,932.0328455307904,20220507T044659,125,2022-05-07 04:46:59,2022-05-07
,2_T45RUJ_20220511T044823,0.0,1652244503000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220511T044823,125,2022-05-11 04:48:23,2022-05-11
,2_T45RUJ_20220512T044228,0.0,1652330548000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220512T044228,125,2022-05-12 04:42:28,2022-05-12
,1_T45RUJ_20220512T044701,0.0,1652330821000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220512T044701,125,2022-05-12 04:47:01,2022-05-12
,1_T45RUJ_20220517T044659,1.0,1652762819000,0.06641588785046727,0.029479439252336447,0.1182392523364486,0.2574615613312892,0.2608953271028037,0.15406542056074765,0.2900984423676012,0.2030682242990654,4,0,4,932.0328455307904,0.0,932.0328455307904,20220517T044659,125,2022-05-17 04:46:59,2022-05-17
,2_T45RUJ_20220519T044841,1.0,1652935721000,0.08260778816199377,0.05472118380062306,0.13311090342679127,0.23549393458179324,0.26011900311526476,0.16099221183800622,0.29026947040498446,0.20477694704049845,4,0,4,932.0328455307904,0.0,932.0328455307904,20220519T044841,125,2022-05-19 04:48:41,2022-05-19
,2_T45RUJ_20220520T044204,1.0,1653021724000,0.0861657320872274,0.05929626168224298,0.13423115264797505,0.23149856631428292,0.26306355140186916,0.16417725856697818,0.29645607476635505,0.20975545171339563,4,0,4,932.0328455307904,0.0,932.0328455307904,20220520T044204,125,2022-05-20 04:42:04,2022-05-20
,1_T45RUJ_20220522T044711,0.0,1653194831000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220522T044711,125,2022-05-22 04:47:11,2022-05-22
,1_T45RUJ_20220527T044659,1.0,1653626819000,0.07050872274143301,0.04215420560747663,0.11778193146417447,0.22925516571043364,0.25697663551401867,0.16119252336448595,0.3110542056074766,0.2237825545171339,4,0,4,932.0328455307904,0.0,932.0328455307904,20220527T044659,125,2022-05-27 04:46:59,2022-05-27
,2_T45RUJ_20220527T044814,1.0,1653626894000,0.08143831775700933,0.06025420560747663,0.12698504672897198,0.21953933287931657,0.25197383177570093,0.16137850467289722,0.3014411214953271,0.21742118380062303,4,0,4,932.0328455307904,0.0,932.0328455307904,20220527T044814,125,2022-05-27 04:48:14,2022-05-27
,2_T45RUJ_20220527T044815,1.0,1653626895000,0.0818809968847352,0.06034890965732087,0.12646635514018692,0.2199940685724388,0.2525878504672897,0.1616208722741433,0.302909968847352,0.21815295950155758,4,0,4,932.0328455307904,0.0,932.0328455307904,20220527T044815,125,2022-05-27 04:48:15,2022-05-27
,2_T45RUJ_20220528T044229,1.0,1653712949000,0.08623457943925232,0.06102928348909657,0.13740124610591903,0.23591098135995114,0.2780520249221184,0.17197445482866044,0.3243909657320872,0.2305772585669782,4,0,4,932.0328455307904,0.0,932.0328455307904,20220528T044229,125,2022-05-28 04:42:29,2022-05-28
,1_T45RUJ_20220601T044711,1.0,1654058831000,0.05857258566978193,0.02465700934579439,0.1131398753894081,0.26651967665198945,0.261626168224299,0.1515380062305296,0.2852143302180685,0.19847507788161994,4,0,4,932.0328455307904,0.0,932.0328455307904,20220601T044711,125,2022-06-01 04:47:11,2022-06-01
,2_T45RUJ_20220604T044847,0.0,1654318127000,,,,,,,,,4,4,0,932.0328455307904,932.0328455307904,0.0,20220604T044847,125,2022-06-04 04:48:47,2022-06-04
,2_T45RUJ_20220605T044205,1.0,1654404125000,0.08690311526479749,0.061013395638629286,0.13478629283489096,0.2316252326139264,0.26504485981308407,0.16537632398753896,0.2942031152647975,0.21241713395638628,4,0,4,932.0328455307904,0.0,932.0328455307904,20220605T044205,125,2022-06-05 04:42:05,2022-06-05
