geo,id,mask,millis,BLUE,COASTAL,GREEN,NDVI,NIR,RED,SWIR1,SWIR2,total_pixels,masked_pixels,unmasked_pixels,total_area,masked_area,unmasked_area,tile,fkey,Timestamp,day
,1_T44RRN_20220120T050119,1.0,1642654879000,0.029955714285714287,0.023394047619047616,0.0619402380952381,0.6544136763424514,0.23296857142857144,0.04866571428571428,0.14236000000000001,0.07481309523809523,4,0,4,1217.3765749463848,0.0,1217.3765749463848,20220120T050119,116,2022-01-20 05:01:19,2022-01-20
,1_T45RTH_20220120T050119,1.0,1642654879000,0.029349523809523808,0.023690714285714284,0.060894285714285706,0.6519136187184847,0.23019595238095236,0.04855642857142857,0.14056785714285716,0.07422714285714284,4,0,4,1217.31060144761,0.0,1217.31060144761,20220120T050119,116,2022-01-20 05:01:19,2022-01-20
,1_T44RRN_20220122T045111,0.6309523809523809,1642827071000,0.028233584905660376,0.02377547169811321,0.05592603773584905,0.6732301307156586,0.2256052830188679,0.04403471698113207,0.13411132075471696,0.06866981132075471,4,2,2,1217.3765749463848,679.056867053462,538.3197078929228,20220122T045111,116,2022-01-22 04:51:11,2022-01-22
,1_T45RTH_20220122T045111,1.0,1642827071000,0.028860238095238088,0.023841904761904762,0.056390476190476185,0.6642608696278816,0.2224445238095238,0.04492214285714285,0.1383938095238095,0.07436809523809525,4,0,4,1217.31060144761,0.0,1217.31060144761,20220122T045111,116,2022-01-22 04:51:11,2022-01-22
,1_T45RTH_20220125T050101,0.0,1643086861000,,,,,,,,,4,4,0,1217.31060144761,1217.31060144761,0.0,20220125T050101,116,2022-01-25 05:01:01,2022-01-25
,2_T44RRN_20220127T044853,1.0,1643258933000,0.034238333333333336,0.029854761904761905,0.09235666666666666,0.7453707037178302,0.3181133333333333,0.04634952380952381,0.16168238095238094,0.07955857142857142,4,0,4,1217.3765749463848,0.0,1217.3765749463848,20220127T044853,116,2022-01-27 04:48:53,2022-01-27
,2_T45RTH_20220127T044853,1.0,1643258933000,0.03428166666666666,0.02864190476190476,0.09280214285714286,0.7439920005039907,0.32119119047619044,0.04715785714285714,0.1639938095238095,0.08157238095238095,4,0,4,1217.31060144761,0.0,1217.31060144761,20220127T044853,116,2022-01-27 04:48:53,2022-01-27
,1_T44RRN_20220127T045039,0.0,1643259039000,,,,,,,,,4,4,0,1217.3765749463848,1217.3765749463848,0.0,20220127T045039,116,2022-01-27 04:50:39,2022-01-27
,1_T45RTH_20220127T045039,0.0,1643259039000,,,,,,,,,4,4,0,1217.31060144761,1217.31060144761,0.0,20220127T045039,116,2022-01-27 04:50:39,2022-01-27
,1_T44RRN_20220130T050029,1.0,1643518829000,0.02784714285714285,0.020134047619047614,0.061340238095238094,0.7205692703117542,0.25929619047619046,0.04208142857142857,0.14522619047619048,0.07162476190476191,4,0,4,1217.3765749463848,0.0,1217.3765749463848,20220130T050029,116,2022-01-30 05:00:29,2022-01-30
,1_T45RTH_20220130T050029,1.0,1643518829000,0.026851190476190473,0.018548809523809523,0.061131904761904755,0.7269873717320139,0.26536428571428566,0.041975952380952385,0.14741785714285713,0.07391809523809524,4,0,4,1217.31060144761,0.0,1217.31060144761,20220130T050029,116,2022-01-30 05:00:29,2022-01-30
,1_T44RRN_20220201T045031,1.0,1643691031000,0.027245952380952378,0.023082619047619043,0.058781666666666656,0.7257492837123543,0.26661380952380953,0.042351190476190466,0.14214428571428572,0.0732497619047619,4,0,4,1217.3765749463848,0.0,1217.3765749463848,20220201T045031,116,2022-02-01 04:50:31,2022-02-01
,1_T45RTH_20220201T045031,1.0,1643691031000,0.025566190476190475,0.022471904761904755,0.05677142857142858,0.7426727253560583,0.27006476190476186,0.03986428571428571,0.13943333333333333,0.07106690476190476,4,0,4,1217.31060144761,0.0,1217.31060144761,20220201T045031,116,2022-02-01 04:50:31,2022-02-01
,2_T44RRN_20220204T044900,1.0,1643950140000,0.056504761904761905,0.04569,0.11069333333333334,0.5973136619948581,0.34251357142857136,0.09097142857142856,0.21785238095238094,0.131185,4,0,4,1217.3765749463848,0.0,1217.3765749463848,20220204T044900,116,2022-02-04 04:49:00,2022-02-04
