geo,id,mask,millis,NDVI,nir,red,total_pixels,masked_pixels,unmasked_pixels,total_area,masked_area,unmasked_area,tile,fkey,Timestamp,day
,2022_01_01,0.0,1640995200000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,01,116,2022-01-01,2022-01-01
,2022_01_02,0.0,1641081600000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,02,116,2022-01-02,2022-01-02
,2022_01_03,0.0,1641168000000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,03,116,2022-01-03,2022-01-03
,2022_01_04,1.0,1641254400000,0.42459073493556254,2045.0,826.0,1,0,1,1053.1213235294117,0.0,1053.1213235294117,04,116,2022-01-04,2022-01-04
,2022_01_05,0.0,1641340800000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,05,116,2022-01-05,2022-01-05
,2022_01_06,0.0,1641427200000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,06,116,2022-01-06,2022-01-06
,2022_01_07,0.0,1641513600000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,07,116,2022-01-07,2022-01-07
,2022_01_08,1.0,1641600000000,0.4169711733658141,1745.0,718.0,1,0,1,1053.1213235294117,0.0,1053.1213235294117,08,116,2022-01-08,2022-01-08
,2022_01_09,0.0,1641686400000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,09,116,2022-01-09,2022-01-09
,2022_01_10,0.0,1641772800000,,,,1,1,0,1053.1213235294117,1053.1213235294117,0.0,10,116,2022-01-10,2022-01-10
,2022_01_11,0.0,1641859200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,11,116,2022-01-11,2022-01-11
,2022_01_12,0.0,1641945600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,12,116,2022-01-12,2022-01-12
,2022_01_13,0.0,1642032000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,13,116,2022-01-13,2022-01-13
,2022_01_14,0.0,1642118400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,14,116,2022-01-14,2022-01-14
,2022_01_15,1.0,1642204800000,0.6027397260273972,1989.0,493.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,15,116,2022-01-15,2022-01-15
,2022_01_16,1.0,1642291200000,0.4884841992501339,2779.0,955.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,16,116,2022-01-16,2022-01-16
,2022_01_17,0.0,1642377600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,17,116,2022-01-17,2022-01-17
,2022_01_18,0.0,1642464000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,18,116,2022-01-18,2022-01-18
,2022_01_19,0.0,1642550400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,19,116,2022-01-19,2022-01-19
,2022_01_20,1.0,1642636800000,,2484.0,-100.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,20,116,2022-01-20,2022-01-20
,2022_01_21,0.0,1642723200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,21,116,2022-01-21,2022-01-21
,2022_01_22,0.0,1642809600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,22,116,2022-01-22,2022-01-22
,2022_01_23,0.0,1642896000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,23,116,2022-01-23,2022-01-23
,2022_01_24,0.0,1642982400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,24,116,2022-01-24,2022-01-24
,2022_01_25,0.0,1643068800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,25,116,2022-01-25,2022-01-25
,2022_01_26,1.0,1643155200000,0.556420233463035,2400.0,684.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,26,116,2022-01-26,2022-01-26
,2022_01_27,0.0,1643241600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,27,116,2022-01-27,2022-01-27
,2022_01_28,1.0,1643328000000,0.6471232876712328,3006.0,644.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,28,116,2022-01-28,2022-01-28
,2022_01_29,1.0,1643414400000,0.6859994604801727,3125.0,582.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,29,116,2022-01-29,2022-01-29
,2022_01_30,1.0,1643500800000,0.6574531095755183,3358.0,694.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,30,116,2022-01-30,2022-01-30
,2022_01_31,1.0,1643587200000,0.6796943873053188,2858.0,545.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,31,116,2022-01-31,2022-01-31
,2022_02_01,1.0,1643673600000,0.7069204838389848,4304.0,739.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,01,116,2022-02-01,2022-02-01
,2022_02_02,1.0,1643760000000,0.6814095649047105,2338.0,443.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,02,116,2022-02-02,2022-02-02
,2022_02_03,1.0,1643846400000,0.480091723994163,3550.0,1247.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,03,116,2022-02-03,2022-02-03
,2022_02_04,0.0,1643932800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,04,116,2022-02-04,2022-02-04
,2022_02_05,1.0,1644019200000,0.7126321087065929,3403.0,571.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,05,116,2022-02-05,2022-02-05
,2022_02_06,1.0,1644105600000,0.6968390804597702,3543.0,633.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,06,116,2022-02-06,2022-02-06
,2022_02_07,1.0,1644192000000,0.7541347815354233,3553.0,498.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,07,116,2022-02-07,2022-02-07
,2022_02_08,1.0,1644278400000,0.6871816638370118,3975.0,737.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,08,116,2022-02-08,2022-02-08
,2022_02_09,0.0,1644364800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,09,116,2022-02-09,2022-02-09
,2022_02_10,0.0,1644451200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,10,116,2022-02-10,2022-02-10
,2022_02_11,1.0,1644537600000,0.7374701670644391,2912.0,440.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,11,116,2022-02-11,2022-02-11
,2022_02_12,0.0,1644624000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,12,116,2022-02-12,2022-02-12
,2022_02_13,1.0,1644710400000,0.7561667139211795,3097.0,430.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,13,116,2022-02-13,2022-02-13
,2022_02_14,1.0,1644796800000,0.7818448023426061,3651.0,447.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,14,116,2022-02-14,2022-02-14
,2022_02_15,1.0,1644883200000,0.7447635499892032,4040.0,591.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,15,116,2022-02-15,2022-02-15
,2022_02_16,1.0,1644969600000,0.8620146904512067,3549.0,263.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,16,116,2022-02-16,2022-02-16
,2022_02_17,1.0,1645056000000,0.7539257343432477,4747.0,666.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,17,116,2022-02-17,2022-02-17
,2022_02_18,1.0,1645142400000,0.8097796883396023,3368.0,354.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,18,116,2022-02-18,2022-02-18
,2022_02_19,1.0,1645228800000,0.6803321224701608,4857.0,924.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,19,116,2022-02-19,2022-02-19
,2022_02_20,0.0,1645315200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,20,116,2022-02-20,2022-02-20
,2022_02_21,1.0,1645401600000,0.7575757575757576,3625.0,500.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,21,116,2022-02-21,2022-02-21
,2022_02_22,1.0,1645488000000,0.6994589276930644,3455.0,611.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,22,116,2022-02-22,2022-02-22
,2022_02_23,1.0,1645574400000,0.7269478198713367,3624.0,573.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,23,116,2022-02-23,2022-02-23
,2022_02_24,1.0,1645660800000,0.7507460066701773,4987.0,710.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,24,116,2022-02-24,2022-02-24
,2022_02_25,0.0,1645747200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,25,116,2022-02-25,2022-02-25
,2022_02_26,1.0,1645833600000,0.6912487708947886,4300.0,785.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,26,116,2022-02-26,2022-02-26
,2022_02_27,0.0,1645920000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,27,116,2022-02-27,2022-02-27
,2022_02_28,0.0,1646006400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,28,116,2022-02-28,2022-02-28
,2022_03_01,1.0,1646092800000,0.7701471618780659,3789.0,492.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,01,116,2022-03-01,2022-03-01
,2022_03_02,1.0,1646179200000,0.7262650602409638,3582.0,568.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,02,116,2022-03-02,2022-03-02
,2022_03_03,1.0,1646265600000,0.7188328912466844,3888.0,636.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,03,116,2022-03-03,2022-03-03
,2022_03_04,1.0,1646352000000,0.8316211475820596,3655.0,336.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,04,116,2022-03-04,2022-03-04
,2022_03_05,1.0,1646438400000,0.7042477173481541,4293.0,745.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,05,116,2022-03-05,2022-03-05
,2022_03_06,1.0,1646524800000,0.7882745207001945,3218.0,381.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,06,116,2022-03-06,2022-03-06
,2022_03_07,1.0,1646611200000,0.6918407427245135,4738.0,863.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,07,116,2022-03-07,2022-03-07
,2022_03_08,1.0,1646697600000,0.7487286868082561,2923.0,420.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,08,116,2022-03-08,2022-03-08
,2022_03_09,1.0,1646784000000,0.7606977378032161,3230.0,439.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,09,116,2022-03-09,2022-03-09
,2022_03_10,1.0,1646870400000,0.7088763216129825,3475.0,592.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,10,116,2022-03-10,2022-03-10
,2022_03_11,1.0,1646956800000,0.7416168442942552,3350.0,497.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,11,116,2022-03-11,2022-03-11
,2022_03_12,1.0,1647043200000,0.6854575163398693,4126.0,770.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,12,116,2022-03-12,2022-03-12
,2022_03_13,1.0,1647129600000,0.7780799564862659,3269.0,408.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,13,116,2022-03-13,2022-03-13
,2022_03_14,1.0,1647216000000,0.6802721088435374,4446.0,846.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,14,116,2022-03-14,2022-03-14
,2022_03_15,1.0,1647302400000,0.7211538461538461,2864.0,464.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,15,116,2022-03-15,2022-03-15
,2022_03_16,0.0,1647388800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,16,116,2022-03-16,2022-03-16
,2022_03_17,1.0,1647475200000,0.6675134067174711,2954.0,589.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,17,116,2022-03-17,2022-03-17
,2022_03_18,1.0,1647561600000,0.6776742873271239,2972.0,571.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,18,116,2022-03-18,2022-03-18
,2022_03_19,1.0,1647648000000,0.5959644487148691,3322.0,841.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,19,116,2022-03-19,2022-03-19
,2022_03_20,1.0,1647734400000,0.6634260811263828,2481.0,502.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,20,116,2022-03-20,2022-03-20
,2022_03_21,1.0,1647820800000,0.6746568326162672,4087.0,794.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,21,116,2022-03-21,2022-03-21
,2022_03_22,1.0,1647907200000,0.6255591054313099,2544.0,586.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,22,116,2022-03-22,2022-03-22
,2022_03_23,1.0,1647993600000,0.5284484568549234,3640.0,1123.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,23,116,2022-03-23,2022-03-23
,2022_03_24,1.0,1648080000000,0.5526226734348562,2294.0,661.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,24,116,2022-03-24,2022-03-24
,2022_03_25,1.0,1648166400000,0.5091337654684738,2561.0,833.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,25,116,2022-03-25,2022-03-25
,2022_03_26,1.0,1648252800000,0.4797225186766275,2773.0,975.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,26,116,2022-03-26,2022-03-26
,2022_03_27,1.0,1648339200000,0.5342812006319115,2428.0,737.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,27,116,2022-03-27,2022-03-27
,2022_03_28,1.0,1648425600000,0.45226009185400046,3004.0,1133.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,28,116,2022-03-28,2022-03-28
,2022_03_29,1.0,1648512000000,0.4711265383401704,2331.0,838.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,29,116,2022-03-29,2022-03-29
,2022_03_30,1.0,1648598400000,0.39284116331096197,3113.0,1357.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,30,116,2022-03-30,2022-03-30
,2022_03_31,1.0,1648684800000,0.41334227287965136,2108.0,875.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,31,116,2022-03-31,2022-03-31
,2022_04_01,0.0,1648771200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,01,116,2022-04-01,2022-04-01
,2022_04_02,1.0,1648857600000,0.36685288640595903,2202.0,1020.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,02,116,2022-04-02,2022-04-02
,2022_04_03,1.0,1648944000000,0.37809187279151946,2145.0,968.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,03,116,2022-04-03,2022-04-03
,2022_04_04,1.0,1649030400000,0.34534394010294805,2875.0,1399.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,04,116,2022-04-04,2022-04-04
,2022_04_05,1.0,1649116800000,0.3470003014772385,2234.0,1083.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,05,116,2022-04-05,2022-04-05
,2022_04_06,1.0,1649203200000,0.32071318511996477,3000.0,1543.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,06,116,2022-04-06,2022-04-06
,2022_04_07,1.0,1649289600000,0.34913933095160765,2077.0,1002.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,07,116,2022-04-07,2022-04-07
,2022_04_08,1.0,1649376000000,0.3088394207910093,3028.0,1599.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,08,116,2022-04-08,2022-04-08
,2022_04_09,1.0,1649462400000,0.3163356062852061,2220.0,1153.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,09,116,2022-04-09,2022-04-09
,2022_04_10,1.0,1649548800000,0.30504587155963303,2276.0,1212.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,10,116,2022-04-10,2022-04-10
,2022_04_11,1.0,1649635200000,0.2999506660088801,2635.0,1419.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,11,116,2022-04-11,2022-04-11
,2022_04_12,1.0,1649721600000,0.3508936970837253,2154.0,1035.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,12,116,2022-04-12,2022-04-12
,2022_04_13,1.0,1649808000000,0.3030014292520248,2735.0,1463.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,13,116,2022-04-13,2022-04-13
,2022_04_14,1.0,1649894400000,0.3047482014388489,2267.0,1208.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,14,116,2022-04-14,2022-04-14
,2022_04_15,1.0,1649980800000,0.2607052896725441,3003.0,1761.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,15,116,2022-04-15,2022-04-15
,2022_04_16,1.0,1650067200000,0.2793103448275862,2226.0,1254.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,16,116,2022-04-16,2022-04-16
,2022_04_17,0.0,1650153600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,17,116,2022-04-17,2022-04-17
,2022_04_18,1.0,1650240000000,0.2697939935467858,2558.0,1471.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,18,116,2022-04-18,2022-04-18
,2022_04_19,1.0,1650326400000,0.27343968653792333,2275.0,1298.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,19,116,2022-04-19,2022-04-19
,2022_04_20,1.0,1650412800000,0.2583471465782619,2657.0,1566.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,20,116,2022-04-20,2022-04-20
,2022_04_21,1.0,1650499200000,0.2972181551976574,2215.0,1200.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,21,116,2022-04-21,2022-04-21
,2022_04_22,0.0,1650585600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,22,116,2022-04-22,2022-04-22
,2022_04_23,1.0,1650672000000,0.27937482556516885,2292.0,1291.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,23,116,2022-04-23,2022-04-23
,2022_04_24,1.0,1650758400000,0.2514817950889077,2956.0,1768.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,24,116,2022-04-24,2022-04-24
,2022_04_25,1.0,1650844800000,0.2698412698412698,2400.0,1380.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,25,116,2022-04-25,2022-04-25
,2022_04_26,1.0,1650931200000,0.32762691853600945,2249.0,1139.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,26,116,2022-04-26,2022-04-26
,2022_04_27,1.0,1651017600000,0.2618063112078346,2899.0,1696.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,27,116,2022-04-27,2022-04-27
,2022_04_28,1.0,1651104000000,0.25656565656565655,2177.0,1288.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,28,116,2022-04-28,2022-04-28
,2022_04_29,1.0,1651190400000,0.2822675099554931,2737.0,1532.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,29,116,2022-04-29,2022-04-29
,2022_04_30,1.0,1651276800000,0.27193492155723414,2189.0,1253.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,30,116,2022-04-30,2022-04-30
,2022_05_01,0.0,1651363200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,01,116,2022-05-01,2022-05-01
,2022_05_02,1.0,1651449600000,0.2899515738498789,2131.0,1173.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,02,116,2022-05-02,2022-05-02
,2022_05_03,0.0,1651536000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,03,116,2022-05-03,2022-05-03
,2022_05_04,1.0,1651622400000,0.29810034096444227,2665.0,1441.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,04,116,2022-05-04,2022-05-04
,2022_05_05,0.0,1651708800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,05,116,2022-05-05,2022-05-05
,2022_05_06,1.0,1651795200000,0.29160935350756534,2817.0,1545.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,06,116,2022-05-06,2022-05-06
,2022_05_07,0.0,1651881600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,07,116,2022-05-07,2022-05-07
,2022_05_08,1.0,1651968000000,0.3047752808988764,2787.0,1485.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,08,116,2022-05-08,2022-05-08
,2022_05_09,0.0,1652054400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,09,116,2022-05-09,2022-05-09
,2022_05_10,1.0,1652140800000,0.33774542245753364,3032.0,1501.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,10,116,2022-05-10,2022-05-10
,2022_05_11,1.0,1652227200000,0.3527033855482567,2677.0,1281.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,11,116,2022-05-11,2022-05-11
,2022_05_12,0.0,1652313600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,12,116,2022-05-12,2022-05-12
,2022_05_13,1.0,1652400000000,0.3234024179620035,3065.0,1567.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,13,116,2022-05-13,2022-05-13
,2022_05_14,0.0,1652486400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,14,116,2022-05-14,2022-05-14
,2022_05_15,0.0,1652572800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,15,116,2022-05-15,2022-05-15
,2022_05_16,1.0,1652659200000,0.35256064690026956,2509.0,1201.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,16,116,2022-05-16,2022-05-16
,2022_05_17,1.0,1652745600000,0.2348993288590604,3128.0,1938.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,17,116,2022-05-17,2022-05-17
,2022_05_18,1.0,1652832000000,0.34173890202258994,2554.0,1253.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,18,116,2022-05-18,2022-05-18
,2022_05_19,0.0,1652918400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,19,116,2022-05-19,2022-05-19
,2022_05_20,1.0,1653004800000,0.3016917293233083,2770.0,1486.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,20,116,2022-05-20,2022-05-20
,2022_05_21,0.0,1653091200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,21,116,2022-05-21,2022-05-21
,2022_05_22,1.0,1653177600000,0.3617206169889203,3134.0,1469.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,22,116,2022-05-22,2022-05-22
,2022_05_23,1.0,1653264000000,0.38982087005971,2444.0,1073.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,23,116,2022-05-23,2022-05-23
,2022_05_24,1.0,1653350400000,0.3730030099560083,2965.0,1354.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,24,116,2022-05-24,2022-05-24
,2022_05_25,1.0,1653436800000,0.38298498675301734,2349.0,1048.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,25,116,2022-05-25,2022-05-25
,2022_05_26,1.0,1653523200000,0.3196099674972914,3045.0,1570.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,26,116,2022-05-26,2022-05-26
,2022_05_27,1.0,1653609600000,0.3546453546453546,2712.0,1292.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,27,116,2022-05-27,2022-05-27
,2022_05_28,0.0,1653696000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,28,116,2022-05-28,2022-05-28
,2022_05_29,1.0,1653782400000,0.3397187691053597,3287.0,1620.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,29,116,2022-05-29,2022-05-29
,2022_05_30,1.0,1653868800000,0.34459275401797873,2468.0,1203.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,30,116,2022-05-30,2022-05-30
,2022_05_31,1.0,1653955200000,0.3123924268502582,3050.0,1598.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,31,116,2022-05-31,2022-05-31
,2022_06_01,0.0,1654041600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,01,116,2022-06-01,2022-06-01
,2022_06_02,1.0,1654128000000,0.31926006528835693,3031.0,1564.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,02,116,2022-06-02,2022-06-02
,2022_06_03,1.0,1654214400000,0.38289576293215494,2660.0,1187.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,03,116,2022-06-03,2022-06-03
,2022_06_04,0.0,1654300800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,04,116,2022-06-04,2022-06-04
,2022_06_05,1.0,1654387200000,0.39356884057971014,3077.0,1339.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,05,116,2022-06-05,2022-06-05
,2022_06_06,0.0,1654473600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,06,116,2022-06-06,2022-06-06
,2022_06_07,0.0,1654560000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,07,116,2022-06-07,2022-06-07
,2022_06_08,0.0,1654646400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,08,116,2022-06-08,2022-06-08
,2022_06_09,0.0,1654732800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,09,116,2022-06-09,2022-06-09
,2022_06_10,0.0,1654819200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,10,116,2022-06-10,2022-06-10
,2022_06_11,1.0,1654905600000,0.27700663850331925,3174.0,1797.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,11,116,2022-06-11,2022-06-11
,2022_06_12,1.0,1654992000000,0.3569431500465983,2912.0,1380.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,12,116,2022-06-12,2022-06-12
,2022_06_13,0.0,1655078400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,13,116,2022-06-13,2022-06-13
,2022_06_14,1.0,1655164800000,0.3495998438414991,3457.0,1666.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,14,116,2022-06-14,2022-06-14
,2022_06_15,0.0,1655251200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,15,116,2022-06-15,2022-06-15
,2022_06_16,0.0,1655337600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,16,116,2022-06-16,2022-06-16
,2022_06_17,0.0,1655424000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,17,116,2022-06-17,2022-06-17
,2022_06_18,0.0,1655510400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,18,116,2022-06-18,2022-06-18
,2022_06_19,0.0,1655596800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,19,116,2022-06-19,2022-06-19
,2022_06_20,0.0,1655683200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,20,116,2022-06-20,2022-06-20
,2022_06_21,1.0,1655769600000,0.46873594242015293,3265.0,1181.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,21,116,2022-06-21,2022-06-21
,2022_06_22,0.0,1655856000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,22,116,2022-06-22,2022-06-22
,2022_06_23,1.0,1655942400000,0.4716735402648144,3390.0,1217.0,1,0,1,1263.7454963235293,0.0,1263.7454963235293,23,116,2022-06-23,2022-06-23
,2022_06_24,0.0,1656028800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,24,116,2022-06-24,2022-06-24
,2022_06_25,0.0,1656115200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,25,116,2022-06-25,2022-06-25
,2022_06_26,0.0,1656201600000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,26,116,2022-06-26,2022-06-26
,2022_06_27,0.0,1656288000000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,27,116,2022-06-27,2022-06-27
,2022_06_28,0.0,1656374400000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,28,116,2022-06-28,2022-06-28
,2022_06_29,0.0,1656460800000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,29,116,2022-06-29,2022-06-29
,2022_06_30,0.0,1656547200000,,,,1,1,0,1263.7454963235293,1263.7454963235293,0.0,30,116,2022-06-30,2022-06-30
